38	5.0  	This is great. Love that it turns the tv on and off and volume so you only need this remote!!
39	5.0  	"We purchased the Fire Stick in order to use Dish Anywhere for our mountain cabin, it was easy to set up and works Awesome!! I will recommend to anyone needing an alternative to Satellite or Cable."
40	5.0  	It is easy to use and does what I need it to do
41	2.0  	Terribly disappointing. Poor stream quality and even more annoying is the 4k fire stick continuously loses connection to the remote. I have to unplug the power to the 4k ultra fire stick then plug it back in for it to connect to the remote. My next streaming device will be a roku.
42	5.0  	I’m still getting used to it
43	5.0  	Good 802.11 radio for flawless 4K streaming. Love it
44	5.0  	"Upgraded my COX subscription to Gigablast Panoramic for the best WIFI connection possible so there is absolutely no buffering on any App or channel selection.
My only complaint is the color gamut - the colors are somewhat subdued and less vibrant than my cable service with my new Sony Bravia TV!"
45	5.0  	I don't use Alexa but the 4K Firestick was simple to setup and it is used exclusively for finding and watching movies and past television shows. Everything works better than expected! Absolutely love it!
46	5.0  	"Sounds is deep , and has a nice bass that goes with a movie"
47	5.0  	It does everything I want it to do without problems.
48	5.0  	"We love it!!
Rarely have problems with it!"
49	5.0  	Better than expected.
50	5.0  	I really love the beautiful picture that I get on the TV while streaming with the Firestick TV 4HD with Alexa voice remote. It's very easy to use and the set up was easy as well. I plan to purchase another one for the first room.
51	5.0  	Even better than my original firestick.
52	5.0  	"This is a great product that will improve your TV experience especially if you have an older smart TV that doesn't have all the apps you need and/or can't add them. I have a Vizio 1080p from a few years ago and the processor inside is sluggish making surfing on You Tube and other apps a tedious process with it being so slow or not responding to the command at all. Forget all of that headache as the processor in this Firestick is much, much faster and you can select and start apps with no hesitation at all. You can easily add apps and the remote and voice recognition is straight forward with Alexa not picking up your voice at times, but not enough to be annoying, hence the 4 starts there. The stream quality is great and I don't even have a 4k TV and the picture is wonderful. I'm glad I made the investment in this product and it gets a big thumbs up from me!"
53	1.0  	Omg you have to pay for everything basically .stupid movies that already seen .I will not pay big price for movies
54	5.0  	No dislikes for tv
55	5.0  	"This is my first streaming device. I was impressed with the quality of the picture, the ease of set up. I can get Netflix with my satellite service, but the picture quality is better with the Fire Stick."
56	5.0  	Great product!
57	1.0  	I bought this in February. It’s July and the thing doesn’t work anymore.
58	5.0  	Best move I made in my life. You are able to control the TV shows and movies whenever you want to see the show. Being in control is the most important factor.
59	5.0  	"Love this, now I have Disney + and much more on my TV!!"
60	5.0  	Totally satisfied with this device. Have not used the voice control feature but I assume it works as well as every other features do. Has met all my requirements.
61	5.0  	I like it
62	5.0  	Funciona perfectamente para ver películas y TV por internet. Se necesita una buena señal de internet
63	5.0  	I love it but it always gets lost in the blankets or misplaced somewhere. It would be nice if it glowed in the dark or if it had a light when you are in a dark room.
64	5.0  	The Great choose to pick from
65	5.0  	Performed as expected
66	5.0  	"This one is faster and loaded much faster! I love 💘 it. The customer service is the best! At this time of corona virus self distancing the help came from India, the customer representatives were quick and efficient and took quick action to fix my problem with my last firestick. 😍😎😆"
67	5.0  	I like everything about da 4k firestick no problem
68	1.0  	Only had it for 4 months and it’s not working
69	5.0  	"Works well.
Not easy to get to work.
Had to call Amazon to help me set up.
Great picture"
70	5.0  	Very good
71	4.0  	overall was OK
72	5.0  	I bought this for when I travel. My wife and I went on vacation for two weeks and I took it with me. It was the first time I used it and it was very simple to get started. Loved it. Only thing you need to remember if you travel is to bring it home with you. I recommend this product for travel and home use. I bought one for my mother who has issues with remote controls. The voice command is her saving grace. She has no issues using it.
73	5.0  	I laughed I cried it changed my life. A new colossus. Evidence of a higher consciousness. You thought unlimited bread sticks was the height of stick culture well think again.
74	5.0  	Love this Firestick
75	4.0  	Will not work through surround receiver. Tried running through SS and the tv but does not work. Works perfect direct to TV but no surround sound
76	5.0  	"4K, voice activated with Alexa, what’s not to like? Great gadget! I especially liked the added Disney+ app!"
77	5.0  	"We canceled our cable over 7 years ago & have been strictly Netflix & starting last year Amazon Prime viewers. We do not have a smart TV so we need a device to link our internet to the TV. We have been using a Blur Ray DVD player with Amazon & Netflix loaded on it but that died a few weeks ago. I had heard of the Fire Stick before but didn't know much about it until my wife's nephew told me how it works. The Fire Stick is great & works much better than the Blu Ray & gives you so much more. I love that I can talk to the remote to run the TV or to just ask questions about anything. I now listen to Amazon Music through the TV when doing work around the house which is another great addition to my life & they play deep cuts of my favorite bands/artist not just the same stuff you always hear. I highly recommend the Fire Stick, you will not be disappointed"
78	5.0  	Perfect
79	5.0  	Excelente
80	5.0  	"Absolutely blows the Chromecast Ultra 4K out of the water. Amazing device, wicked fast, suuuper easy setup/use"
81	4.0  	works fine
82	5.0  	I’m about to cancel my cable so looking at Firestick TV to replace. So far so good.
83	3.0  	"We’ve had issues with the fire stick dropping the stream. Overall, we’re not thrilled with this purchase."
84	5.0  	Lots of choices
85	5.0  	Like everything about it.
86	5.0  	Streaming
87	5.0  	The new Fire Stick has greatly improved the speed of the shows I watch. I never get any buffering.
88	5.0  	"I had the smaller fire stick but we were have trouble streaming.
Lots of shutting down or the spinning circle never uploading a show.
After reading many reviews I determined this would help and it did.
Now we will get one for the other TV."
89	5.0  	Love my Firestick so easy to set up and use!!!
90	5.0  	Great added Edition for the living room TV
91	5.0  	"Paired this with an Epson 2150 projector, and USB Power Adapter, and two 3rd Generation Echos to have a nearly cord free home cinema. Worth the price!"
92	1.0  	"This is the fourth Fire TV stick I have owned, prior ones were not 4K. All the others were great. This one will not allow you load any apps or APK’s. The others were fine."
93	5.0  	Wish we would have changed to a fire stick months ago. Love it!
94	5.0  	Set up was simple. It Works great. It supplements cable TV.
95	4.0  	"The only thing missing is the ability to view in list form...I hate thumbnails This thing is fully loaded with every stream you can imagine. We bought this to replace our blue ray for Netflix. There is soooooo many channels free plus ability to view network channels via our tv provider. In fact, there are too many to choose for me but hubby is in heaven. We loved it so much we bought a 2nd the day after the first arrived."
96	5.0  	Very easy to hook up great buy..
97	4.0  	I love it!
98	5.0  	"I own a fire box, and purchased this for my bedroom and it works amazing i can stream live tv with no lagging no buffering, crystal clear picture, love it!!!
joe b!!"
99	5.0  	My second ever Alexa device. In stuck at home during q-tine and ive got nothing to do. Me my echo dot and my newly acquired firestick have been spending so much quality time getting to know one another! In truly impressed with this thing!
100	5.0  	This is amazing. I'd order it 100 more times if I had that many not smart TVs that I want to be smart.
101	5.0  	"My Samsung Smart TV was clunky to use with streaming services, so I added this Amazon Firestick... now it works lightning fast and makes it easier to use."
102	5.0  	Very simple to navigate!
103	4.0  	For a older person was hard to get set-up !!!! Had to have a United tech. set it up !!! Big change !!!
104	5.0  	A lot of fun to use - once programmed. Certainly helps during the pandemic. Well worth the money.
105	4.0  	"well after a few hours, I was finally able to get it to work. I'm not electronically inclined.... but I learned :) now sit back and enjoy the telly."
106	5.0  	So easy
107	5.0  	"I dislike the series having to start from the beginning after being turned off overnight, instead of resuming where it left off."
108	5.0  	"I haven’t used it a whole lot, but when I have used it I’ve been very happy with it. The Alexa command seems to work well. I am looking forward to some of the new shows and I did download Disney so I could watch Hamilton."
109	5.0  	Awesome
110	3.0  	"Sometimes is stuck. I have to turned off the t.v. with their own control. I though it was damaged the old one, but it's doing the same with the new Fire stick"
111	5.0  	Very happy with it.
112	5.0  	Easy set up plug and play
113	5.0  	I used it for speaking Netflix it's very easy to use.
114	5.0  	"Easy to use, easy navigation!"
115	5.0  	"I have a 56' Sony from 2006. Plugged in the Fire Stick, followed the prompts, adjusted the input, and just like that, I have apps. Watching Netflix, Hulu, Disney, and Youtube. Its a deal."
116	5.0  	I’m using the fire stick for my living room tv. I love that I no longer have to use my tv remote and the fire stick controls everything.
117	4.0  	I love everything about the fire stick except the battery compartment. For the life of me I could not get this open. I had to look on YouTube. Finally I found a video of a guy who had as much trouble as I did. He finally got it open with a glove with rubber gripies. That is how I had to open it. The back should not be that hard to open.
118	5.0  	Easy to use
119	3.0  	"0:00
0:00
This video is not intended for all audiences. What date were you born?
January
February
March
April
May
June
July
August
September
October
November
December
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
2020
2019
2018
2017
2016
2015
2014
2013
2012
2011
2010
2009
2008
2007
2006
2005
2004
2003
2002
2001
2000
1999
1998
1997
1996
1995
1994
1993
1992
1991
1990
1989
1988
1987
1986
1985
1984
1983
1982
1981
1980
1979
1978
1977
1976
1975
1974
1973
1972
1971
1970
1969
1968
1967
1966
1965
1964
1963
1962
1961
1960
1959
1958
1957
1956
1955
1954
1953
1952
1951
1950
1949
1948
1947
1946
1945
1944
1943
1942
1941
1940
1939
1938
1937
1936
1935
1934
1933
1932
1931
1930
1929
1928
1927
1926
1925
1924
1923
1922
1921
1920
1919
1918
1917
1916
1915
1914
1913
1912
1911
1910
1909
1908
1907
1906
1905
1904
1903
1902
1901
1900
Submit
Adobe Flash Player is required to watch this video.
Install Flash Player
Voice recognition is a bummer here. Device do understands what i have said even searches it but crashes immediately.
Over all i like the device but this issue fails it's highlighted feature.
From other features perspective I am happy with the device. Comes up quickly, searches well and helps find good content."
120	5.0  	Tv its fine
121	1.0  	I have not been able to navigate by remote or with voice. I go right to home and can get nowhere from there.
122	5.0  	"So far the product has been as advertised. I've only had it two weeks. I enjoy old, black and white tv shows and movies plus old cowboy and adventure movies. It feels like Saturday afternoon at the double feature again!"
123	5.0  	"Instruction in product description answered any concerns I had before I ordered it, so set up was easy. It was all I needed to update my older TV to get most/all streaming services."
124	5.0  	Simple to install. Had an older version. This one is way better.
125	5.0  	I wish I could have this before. No problems with streaming and picture quality is so much better. Get it.
126	5.0  	Not sure why we did not go this route before. Switched from a cable TV provider charging us monthly for what we paid for 3 Fire Sticks. LOVE these devices. Will now look to connect them to the Alexa in the room. BUT you do not need the Alexa for them to work on your TV. Thanks Amazon!
127	5.0  	I love this this is awesome
128	5.0  	Love it!
129	5.0  	Well thought out with a great assortment of channels makes this a real bargain. Fast with a great picture and flawless integration with the Prime/Alexa eco system couldn't be happier!
130	5.0  	What did I do without this! It integrated all my current sound systems and tv
131	5.0  	Very happy with this new Fire Stick! Ordered 2 so we could have on another TV too.
132	5.0  	Replaced my older firestick this is so much faster and no need for second remote. Loads almost instantly.
133	5.0  	Works great as advertised.
134	5.0  	The only thing is Netflix doesn't play sometimes I have to uninstall it
135	5.0  	This is a game changer for tv and movie viewing!
136	1.0  	The sound keeps dropping on any app. This is my second fire stick
137	5.0  	So great and convenient!! Love it!
138	5.0  	"I purchased this to replace my previous generation Fire Stick. I recently purchased an iPhone that offered free Apple TV+ and my old generation didn't support this application. I have been pleasantly surprised by this unit and some of the perks from the old one. It's super easy to set-up, it's plug-n-play like the other versions. I love the new remote design. It's a bit heftier in weight, which I like, but still compact like the previous ones. I also love that they've incorporated an on/off switch for the TV as well as alignment with my surround sound unit for volume. It sets this up automatically when you start the set-up of the device.
The negatives are minimal so far (I've had it for about a week). I have a Sony sound bar with a Sony TV. The soundbar can timeout from the Alexa remote. That means somehow the remote isn't fully functional to the wireless device. That's a bit disappointing since, I thought I could reduce having another remote out to watch TV. The voice recognition is spotty at times. It either can't find what I'm looking for or it just clicks on/off without responding. My house is an Amazon house, so I have Alexa with my Echo, Dots, Kindle and my phone. There can be overlap where Alexa can't decide which device you're talking to her on. I'm not sure if that's part of the issue here as well. I know there are settings to restrict which Alexa responds based on setting but it doesn't seem to work with the Fire Stick as well. The only other thing that was a bit of a pain was that I had to download apps again. Since this ties to my existing Amazon account and I have multiple Fire Sticks, it would have been nice if it recognized what I had already pre-loaded. Instead I had to search for the apps to download individually. I should mention that I have fully cut my cable. I use this Fire Stick to access the majors; Sling, Hulu, Disney+, ESPN+, etc. Other than that, I've been happy with it so far."
139	5.0  	I love my fire stick. This device is amazing
140	5.0  	Great product.
141	5.0  	"I like to watch Amazon Prime or Netflix, this is my first fire stick, and I only spent $26 that too for 4k.! Its easy to install and I am very satisfied with the results till now."
142	5.0  	Works well once we learned how to use it.
143	5.0  	This is my 3rd Firestick for our home. We love it !
144	5.0  	thank you
145	4.0  	"Had a hard time setting up Alexa on the FireStick and see no difference in the Firestick 4K as opposed to the regular Firestick , except price. Need to know how to get the most out of the 4k device."
146	5.0  	quick delivery. good product
147	5.0  	I love my amazon 4K quality is excellent I stream with little to no buffering picture quality is beautiful and I got it at 50% off so I’m a happy camper.
148	5.0  	Absolutely love this! Alexa volume control bigger! Love it!
149	4.0  	Sometimes video quality starts off blurry and then clears up. We have great internet so I know its the video. Alexa is sometimes glitchy and changes the video connection when commanded to find a show or movie. With prime I would have preferred more free movies.
150	4.0  	Just received and plugged in. As usual (and now expected) Amazon has all the bases covered making an easy transition from my last Fire Stick. Only question so far is why the Home button doesn’t go to the home screen. If that’s the worst thing.....
151	5.0  	Easy to use !
152	5.0  	I am really impressed with how quickly the Firestick 4k responds. The picture quality I am getting from it seems to me to be better than what I am getting from my cable channels. It was very easy to setup and has been a joy to use.
153	2.0  	"terrible integration, audio lags video- this is terrible"
154	5.0  	Easy installation
155	5.0  	Very good device. It’s much better what I had before vv
156	2.0  	"We purchased this on December 31, 2019 and it’s already crapping out. Alexa doesn’t understand what you say or just does what she wants now. Apps open but don’t work properly, have to reboot it often in hopes that it will work. Looks like amazon is going the way of apple and making products that don’t last so we have to constantly purchase new. We were purchasing new because we liked the new available options but we quit Apple because they went this way, we will quit amazon if they continue this way too."
157	1.0  	"Let me start off by saying that I am visually impaired. I do rely on the voice over features of many devices to help me in navigating those devices. I am not a huge fan of smart TV interfaces especially their built-in voice over features. They are laggy and somewhat clunky.
In my living room, I have a 4K TV with a 4K Apple TV hooked up to it. I bought another TV for the bedroom. Also 4K. Same brand as the living room TV. However, Apple TV 4K are expensive, so I figured I will go with a cheaper or alternative. The Amazon fire 4K fire stick was only $49.99. The picture quality look good. I’ve also looked at some YouTube videos with tutorials and the build in voice over or as Amazon calls it voice view features.
When I bought the Amazon fire 4K stick, I of course understood that there is going to be a disparity as well in the perhaps operational quality of the product. Apple 4K is $179.99 new. Now, with Apple, the accessibility and the voiceover that is built into their devices to assist individuals with visual disabilities is incredible. It is smooth. It is seamless. It is a joy to operate.
Well, With the Amazon fire 4K TV stick, it is the complete opposite.
It is very clunky and it has a lot of lag. It’s putters all the time. It freezes all the time and randomly turns off or stops the voice view operation of the device because it encounters a technical issue. If I restart it, it’ll start working again. But of course, that’s a pain.
I guess Amazon did not think about the fact that the device may be used by individuals with visual disabilities. This is an android-based operating system. I’m not sure why they couldn’t make the voice over or the voice view feature either equal to or better than even what apple has.
Overall the build quality and the presentation and the feel of the remote and the device are good. If the voice over or the voice view feature is turned off, the device is great. It’s a great cheap alternative to an Apple TV. And for many people, it will work seamlessly because they are not using voiceover or voice view.
No, of course, because I am reliant on voiceover or voice view, for me, the operation of the device is not that smooth. I am very disappointed with the product. I’ve only had it for two days. I’m going to give it time. I will try to get used to it, but I might end up returning it and just spending $179.99 on an Apple TV 4K."
158	3.0  	"My remote has stopped working, i have changed the batteries, reset the stick and still nothing. I have purchased 3 firesticks and this one the remote has stopped."
159	5.0  	Hamilton
160	5.0  	"I am 100% satisfied with my purchase of the fire tv, made my old tv feel like brand new. It works well!"
161	5.0  	Why didn't we buy this sooner? We love it! It works with out television and powers and works with our volume control too!
162	4.0  	"Nice unit. Much (much!) better then streaming device built into our Sharp TV. Only grump I have is that I have not found a way to add apps other then through Amazon. We contribute to PBS and as such we are (I believe) entitled to access PBS streaming without a monthly charge. I have not found a way to do this with the Fire Stick.
Bill Anderson"
163	4.0  	"Easy installation and use as well. Except buffering at some time, it is a must have if you do not have any cable subscription or you are on the basic feature as you get many shows you won't have before its installation. Although local channels are difficult to get, you can still watch such channels like abc, cbs and nbc but they broadcast from other states."
164	4.0  	like volume on remote
165	5.0  	Very nice better then roku
166	5.0  	"I received my 4K Fire Stick yesterday afternoon and was able to get it set up in a relatively short period of time. One issue, I want attach it to an HDMI cord, so I had to make a quick trip to my local Best Buy to get an HDMI coupler. I have my U-Verse feed all going through my home entertainment system, then to my TV and PS Gaming system. Thus the HDMI cord. I'm in my 70's and fortunately, my daughter and her husband, use Fire Stick. They were a big advocate for me getting one. They helped me over the phone (lots of face time due to COVID-19 and social distancing), with getting my first movie on Apple + to watch. Success was sweet, so I stayed up late to watch another movie on Amazon Prime. Streaming was great and watching the movies was even greater. What a thrilling Covid night!"
167	5.0  	Nice
168	5.0  	All my tv watching. So easy to use voice activated integration. Goes right to show you want. Brilliant device!
169	5.0  	Love the fire stick. I needed a wireless device in one of my bedroom. It turn out be better the my old Blu-ray player. I will buy another one for my kitchen.
170	5.0  	So easy to install and maneuver!
171	5.0  	We love the 4K fire stick!! We enjoy watching our favorite tv shows and movies!!!
172	4.0  	"We love this item, but they do not last that long. at some point, usually at about 2 years, they no longer function. Still, we love them for as long as they last. If we wait for a sale or other special offer, they are inexpensive.
The Fire TV Stick 4K streaming devices are certainly an upgrade from the old Nexus player which our son was attached to for several years. Ugh, that was truly hideous.
We choose not to use Alexa or voice recognition so have not rated those functions with any stars."
173	5.0  	response to voice commands excellent
174	5.0  	Great for kids easy to use
175	2.0  	"I’ve owned this device less than a month and I can no longer connect to WiFi. I go to the networks settings page and it tells me my WiFi network is ‘out of range’ and when I click rescan it refreshes but no WiFi networks are available. I have multiple devices connect to my home network without issue and the rescan would have picked up my mobile hotspot or neighbors WiFi but nope. It doesn’t show me anything so I can no longer use it. Until they fix the bugs and make the interface more user friendly with less ads, I’ll stick to Roku."
176	5.0  	This Firestick 4K has been great! I've had this for about 5months now. Everything runs very smooth without any issues. It is also much quicker than any previous Firestick I have owned.
177	5.0  	"Only thing since I used this stick the voice has not been on the same timing as the tv. Still working to fix it.
Tried once and still not right. I know it will be taken care off."
178	5.0  	Ease of use
179	3.0  	"Does not integrate with HBO Max, which is replacing HBO Go and HBO Now. Be aware of this since I only just found out late last month (June 2020). Fortunately, I also have Chromecast Ultra, so that honestly saved me from having to buy something else.
The audio processing on the TV stick is good, everything is dolby digital audio 5.1 (this that’s what my old receiver can decode). The processing speed is also better than the hd version of the stick and you can notice a slight improvement. Just keep in mind that HBO will NOT integrate with this, that should influence your buying decision if you like HBO content."
180	5.0  	Not enough storage space but other than that the stick is great
181	2.0  	ALEXAdoes not work cant understand no one calls us
182	5.0  	"Amazon for the WIN!!! What can I say negative about this. It’s a Firestick, hasn’t dissappointed me yet."
183	2.0  	The fire TV stick has a major malfunction. At least once a day the audio cuts out and the only way to restore it is to restart the stick. It has become VERY annoying. Plus the storage sucks due to bloatware that Amazon won't allow you to uninstall. I'm giving it 2 stars because other than that it works as it should.
184	5.0  	Shipped very fast. Thank you! Easy voice of Alexa in giving quick results. Love it. Thanks again for excellent service. Will have to get another one.
185	5.0  	Great fire stick loved these product can watch all my apps that we and my kids like
186	5.0  	"Great way to stream your favorite TV and movies at 4K quality! Does not lag, easy to use, fast, great for everyone!"
187	5.0  	"I have 3 fire sticks they all are working perfectly, the only downside is memory but they make other devices if you are app happy."
188	5.0  	I'm loving it I can watch my favorite shows sports movies everything no more cable for me
189	5.0  	It is perfect
190	5.0  	"This product is very, good, I like it very much!"
191	4.0  	Easy to set up apps are easy the up download works as advertised
192	5.0  	This is a really great product. I enjoy the easy setup too.
193	3.0  	If you want to play games on a Firestick I would suggest you get a Roku instead. The Firestick crashes frequently with games. However if you use it just to stream shows it works good
194	5.0  	"I like how easy it is to use, and how easy it is for my kids to use Alexa."
195	5.0  	My grandbabies love it
196	5.0  	Excelete compra
197	5.0  	Love it!!!
198	5.0  	love firestick
199	3.0  	"After one week it cuts out to rainbow screen for a few seconds and goes back. This is why I upgraded to 4k, because my old fire stick constantly did this and u have to keep rewinding the movie when this happens because the sound cuts out too. I want to return it but I gave my old one away. I'm just disappointed. My other firestick was refurbished and considered Amazon's Choice. So when I see products labeled Amazon's choice I steer clear but this one I didn't notice and bought it. The remote is the only thing different with the 4k firestick nothing else. I'm pissed!!"
200	5.0  	"Great product, easy to setup and to use..."
201	3.0  	"Since installing the new 4G firestick, I seem to have a big problem with my audio/video syncing with each other...
Any solutions for this would be appreciated!"
202	1.0  	Remote doesn’t wotk
203	2.0  	"buyer beware....you cannot get the spectrum app...sucks as thats the one app i need the most. other than that, it works great"
204	4.0  	"The Fire Stick 4K EZ to setup, and so far the Alexa Voice Remote works great."
205	5.0  	the best
206	5.0  	Great product!
207	5.0  	Very good product
208	5.0  	"The 4K version replaced our original Fire Stick, which would often buffer during streaming. No more buffering! It also provides audio controls and muting, plus the power button turns on the TV, separate sound system, and the Amazon Fire streaming service."
209	5.0  	Love it it works great. It is as I said a great product.
210	5.0  	Bought a new BenQ projector four our media room and couldn’t think of anything else to attach to my projector. Fire stick has never disappointed!
211	5.0  	i like my amzon 4k-tv stick .
212	5.0  	I like the convenience and the connectivity to view are streaming apps.
213	5.0  	Best ever love it...remote is cheap but system works great
214	5.0  	Just For Me... I’m waiting to see what else I can watch besides BET
215	5.0  	All good.
216	5.0  	Nothing it’s a good product.
217	5.0  	My smart TVs were buffering when streaming but no more with the Fire TV stick no buffering & the picture is perfect. Alexa works as advertised ---- you say what you are looking for & you got it just that fast
218	4.0  	All the features that it has it has to offer
219	5.0  	Amazing with my 4K TV. The picture quality is amazing
220	4.0  	Don't work any more turn off and on by himself. I run all the test including restarting and don't work.Tk
221	2.0  	"Hi, my quality in video isn't clear. Can I return for a better fire stick? Ms. Cassandra simon. The pictures are not clear."
222	5.0  	"Like everything, great product. Thank you"
223	4.0  	Great device for the price. Simple and easy setup I have a 9 month old baby that somehow triggered the factory settings do I had to set everything again. Not that long but frustrating.
224	5.0  	Love it perfect for my streaming
225	4.0  	Muy bueno
226	5.0  	"2nd Generation Fire TV Stick provides a more concise picture and added remote features.
I own 3 1st Gen Fire TV Sticks."
227	5.0  	Specifically bought it for NBC sports gold so I can watch premier league games. Goes well with my TV and a very good quality.
228	5.0  	Great
229	5.0  	Yes
230	1.0  	"I couldn’t find the app on my fire stick for the new HBO Max that will replace HBO Go on July 31. It took the better part of a half hour to stop getting the run around from Amazon support, and to get them to finally admit that fire stick does not support HBO Max. Seriously, a half hour. They must be getting this question a thousand times a day (literally) but they don’t want to answer it. Before finally admitting that they don’t support it, they referred me to my cable provider 5 or 6 times, which was nonsense. I currently get HBO Go On my Fire Stick based on my cable provider subscription. For some reason Amazon wants to hide the fact that Fire Stick won’t support HBO Max. Don’t be fooled."
231	5.0  	Good
232	5.0  	"So easy to set up, 9 yr old tv and this works great. Everything needed included even batteries. Very excited to eliminate cable bills."
233	5.0  	Fast processor and fast response time. 4K resolution and just what i needed for a tv stick. Couldn't ask for more for a 25$ discounted purchase!!!!!
234	5.0  	Streaming capability is improved when adding the Hard Wire adapter. Highly recommend that option if you have a network cable close enough.
235	5.0  	"I'm upset that I took so long to try fire tv. I was paying over $20 a month for basic channels for about a year. For $50 one time purchase, I have access to so many channels that provide up to date news, movies, tv shows etc.."
236	5.0  	Everything
237	5.0  	Like all of Fire tv
238	5.0  	Muy bueno
239	5.0  	The reason some of the scores are low is because I have not had a chance to fully learn how to properly work my fire stick but once I do I will definitely let y’all know
240	5.0  	I like it
241	5.0  	I am very happy
242	4.0  	Not as much variety. Ease of selecting movies shows should be laid out better then it really is.
243	5.0  	It's everything I expected and more.
244	1.0  	"I am having the constant reboot problem that several people in the ratings have mentioned. I tried to return the Stick and Amazon wont let me do a return. You fill out their form to return, you click on continue and the next action is to continue shopping and does not give any options but to talk to customer service. I don’t want to talk to anyone, just let me return the dam thing. It wont even do an exchange, which I wanted to do. This is the second Fire Stick 4K I’v bought in he last 2 months, the first one is working fine and has never rebooted in the middle of a video but the new one failed after 2 days of use.
What aggravates me is this the 4 time I have problems with Amazon shipping or with defective problems. Even after contacting Amazon I have received little or no help from Amazon Customer Service /Support."
245	4.0  	Still need some time to know what I dislike. Somewhat disappointed in the Apps and their limitations. Too many that are marketed to a much younger group.
246	5.0  	I love how easy it was to set up and how convenient it is to have everything together
247	5.0  	Good
